"uniqueID","country","ccode","psu","zone","type","quadrat","hhid","month","year","longitude","latitude","gender","landOwnStatus","nWomen","nMen","nOldWomen","nOldMen","nGirls","nBoys","nInfants","nMobility","nMembers","ppi","pQuintile","nl","nu100","nu150","nu200","extreme","ppp125","ppp175","ppp200","ppp250","waterSource","water1","water2","water2a","water3","water3a","water4","water4a","water4b","water5","water5a","water5b","water6","water6a","water7","water7a","water7b","water7c","water8","water8a","water9a","water9b","water9c","water9d","water9e","water9f","water10","water10a","water10b","water11","water11a","water11b","water11c","water11d","water12","water12a","water12b","water13","water13a","water14","water14a","water16","water16a","water17","water18","jmpWater1","jmpWater2","jmpWater3","jmpWater4","jmpWater5","accessWater","san1","san1a","san2","san2a","san3","san4","san5","san6","san7","san8a","san8b","san8c","san8d","san8e","san8f","san8g","san9","san10","san11","san12","san13","san13a","san14","san15","san16","san17","san18","san19","san20a","san20b","san20c","san20d","san20e","san21","san22a","san22b","san22c","san23","san24a","san24b","san24c","san24d","san25","san32","san33","san34","san34a","san35","san35a","san36","san37","jmpSan1","jmpSan2","jmpSan3","jmpSan4","jmpSan5","adequateSan","accessSan","acceptSan","acceptScore","jmpHand1","jmpHand2","jmpHand3","san26","san27","san28","san28a","san29","san30","jmpWoman","jmpWomenHygiene","overall1","overall2","overall3","overall4","overallSpend","corporation"
214202,"Bangladesh","BGD",2142,2,1,42,2,"Mar",2017,90.3454325,23.8053641,"Female","Tenant",1,1,0,0,0,0,1,0,3,38,1,0.15,0.36,0.808,0.936,0.138,0.503,0.836,0.907,0.969,"Piped water to yard/plot",1,"Don't know",NA,"No",0,3,0,0,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","No",0,"Yes",1,"Other's water point",0,0,0,"Yes",1,"No",0,"No",0,"No",0,1,1,0,0,0,1,NA,0,"Communal / shared toilet",1,30,1,"Flush/pour flush","Open drain/ditch/water body",NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,10,1,3,1,0,0,0,0,"Increased availability of bins","Increased availability of water next tothe sanitation facility","Increased availability or affordability of cleaning products","Increased cleaning frequency",NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,0,0,NA,1,0,0,2,NA,NA,NA,1,0,1,"Cloth",1,NA,0,1,0,0,1,0,3,"North City Corporation"
214301,"Bangladesh","BGD",2143,2,1,43,1,"Mar",2017,90.3479204,23.8010084,"Female","Tenant",1,1,0,0,0,1,1,0,4,37,1,0.15,0.36,0.808,0.936,0.138,0.503,0.836,0.907,0.969,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"No",0,NA,0,0,NA,"Yes",1,"No",0,"No",0,"Yes",1,1,1,0,0,0,1,NA,0,"Communal / shared toilet",1,16,1,"Flush/pour flush","Piped sewer system",NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,10,1,25,1,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,0,0,3,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,25,"North City Corporation"
214302,"Bangladesh","BGD",2143,2,1,43,2,"Mar",2017,90.3481414,23.8010224,"Female","Tenant",1,1,0,0,0,0,0,0,2,49,2,0.066,0.196,0.658,0.866,0.054,0.335,0.688,0.796,0.915,"Piped water to yard/plot",1,"Don't know",NA,"Don't know",NA,24,1,1,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,0,NA,"Yes",1,"No",0,"No",0,"No",0,1,1,0,0,0,1,NA,0,"Communal / shared toilet",1,16,1,"Flush/pour flush","Piped sewer system",NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,15,1,25,0,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,1,0,3,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,25,"North City Corporation"
214401,"Bangladesh","BGD",2144,2,1,44,1,"Mar",2017,90.3472179,23.8014396,"Female","Tenant",3,1,0,0,1,1,0,0,6,39,2,0.15,0.36,0.808,0.936,0.138,0.503,0.836,0.907,0.969,"Piped water to yard/plot",1,"Don't know",NA,"No",0,24,1,1,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"No",0,NA,0,0,NA,"Yes",1,"No",0,"No",0,"Yes",1,1,0,0,0,0,1,NA,0,"Communal / shared toilet",1,75,1,"Flush/pour flush","Open drain/ditch/water body",NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,20,1,5,1,0,0,0,0,"Increased availability of bins","Increased availability of water next tothe sanitation facility","Increased availability or affordability of cleaning products","Increased cleaning frequency",NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,0,0,NA,1,1,0,2,NA,NA,NA,0,0,1,"Cloth",1,NA,0,1,0,0,1,0,5,"North City Corporation"
214402,"Bangladesh","BGD",2144,2,1,44,2,"Mar",2017,90.34715,23.801362,"Female","Tenant",3,1,0,0,0,0,0,0,4,61,3,0.009,0.053,0.348,0.649,0.01,0.109,0.404,0.546,0.732,"Piped water to yard/plot",1,"Don't know",NA,"No",0,24,1,1,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,0,NA,"Yes",1,"No",0,"No",0,"Yes",1,1,1,0,0,0,1,NA,0,"Communal / shared toilet",1,40,1,"Flush/pour flush","Open drain/ditch/water body",NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,15,1,5,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,0,0,NA,1,1,0,2,NA,NA,NA,0,0,1,"Cloth",1,NA,0,1,0,0,1,0,5,"North City Corporation"
214501,"Bangladesh","BGD",2145,2,1,45,1,"Mar",2017,90.3856989,23.8862193,"Female","Tenant",1,1,0,0,0,0,0,0,2,68,4,0.004,0.044,0.286,0.525,0.001,0.087,0.322,0.445,0.633,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","No",0,"No",0,NA,0,0,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,1,0,0,0,0,1,NA,0,"Communal / shared toilet",1,35,1,"Flush/pour flush","Open drain/ditch/water body",NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,20,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,0,0,NA,1,1,0,2,NA,NA,NA,1,0,1,"Napkin/pad",NA,1,0,1,0,0,1,0,0,"North City Corporation"
214502,"Bangladesh","BGD",2145,2,1,45,2,"Mar",2017,90.3855394,23.8861185,"Female","Tenant",3,0,0,1,1,3,0,0,8,27,1,0.266,0.504,0.887,0.979,0.229,0.658,0.916,0.953,0.987,"Piped water to yard/plot",1,"Don't know",NA,"No",0,24,1,1,7,1,1,"No",0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"No",0,NA,0,0,NA,"Yes",1,"No",0,"No",0,"No",0,1,1,0,0,0,1,NA,0,"Communal / shared toilet",1,40,1,"Flush/pour flush","Open drain/ditch/water body",NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,30,0,0,NA,0,0,0,0,"Increased availability of bins","Increased availability of water next tothe sanitation facility","Increased availability or affordability of cleaning products","Increased cleaning frequency",NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,0,0,NA,1,1,0,1,NA,NA,NA,0,0,1,"Cloth",1,NA,0,1,0,0,1,0,0,"North City Corporation"
214601,"Bangladesh","BGD",2146,2,1,46,1,"Mar",2017,90.3855296,23.8880429,"Female","Tenant",1,1,0,0,1,1,0,0,4,44,2,0.127,0.267,0.761,0.919,0.111,0.408,0.796,0.874,0.949,"Piped water to yard/plot",1,"Don't know",NA,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"No",0,NA,0,1,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,1,0,0,0,0,1,NA,1,"Communal / shared toilet",1,24,1,"Flush/pour flush","Open drain/ditch/water body",NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,0,0,NA,1,1,0,1,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,0,1,0,"North City Corporation"
214602,"Bangladesh","BGD",2146,2,1,46,2,"Mar",2017,90.3853671,23.8878703,"Female","Tenant",2,2,1,0,1,0,2,0,8,46,2,0.066,0.196,0.658,0.866,0.054,0.335,0.688,0.796,0.915,"Piped water to yard/plot",1,"Don't know",NA,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"No",0,NA,0,1,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,1,1,0,0,0,1,NA,1,"Communal / shared toilet",1,27,1,"Flush/pour flush","Open drain/ditch/water body",NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,5,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,0,0,NA,1,1,0,1,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,0,1,0,"North City Corporation"
214701,"Bangladesh","BGD",2147,2,1,47,1,"Mar",2017,90.3850422,23.8925145,"Female","Tenant",2,3,0,0,0,0,0,0,5,81,5,0,0.005,0.17,0.32,0,0.027,0.197,0.267,0.409,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,NA,"Yes",1,"No",0,"No",0,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,17,1,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,15,1,10,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,1,"Every 3 months",NA,NA,1,"Formal small business using manual or automated tool","Landlord",1,0,0,1,0,NA,1,1,0,3,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,0,0,1,0,10,"North City Corporation"
214702,"Bangladesh","BGD",2147,2,1,47,2,"Mar",2017,90.3835169,23.8923891,"Female","Tenant",1,2,0,0,0,0,0,0,3,81,5,0,0.005,0.17,0.32,0,0.027,0.197,0.267,0.409,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,NA,"Yes",1,"No",0,"No",0,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,17,1,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,12,1,12,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,"Don't know/not applicable","Landlord",1,0,0,1,0,NA,1,1,0,3,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,12,"North City Corporation"
214801,"Bangladesh","BGD",2148,2,1,48,1,"Mar",2017,90.38738,23.8928907,"Female","Absent landlord",1,1,0,0,0,1,1,0,4,34,1,0.191,0.409,0.843,0.96,0.169,0.57,0.879,0.935,0.982,"Public tap/standpipe/kiosk",1,"Formal",1,"No",0,24,1,1,7,1,1,"No",0,5,1,0,0,0,0,NA,"Adult women",NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,0,120,"No",0,"Yes",1,"No",0,"No",0,1,1,0,0,0,1,NA,0,"Communal / shared toilet",1,22,1,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,10,1,10,1,1,650,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,"Every 6 months",150,NA,1,"Formal small business using manual or automated tool","All households that share this toilet",1,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,130,"Outside"
214802,"Bangladesh","BGD",2148,2,1,48,2,"Mar",2017,90.3870402,23.8929602,"Female","Absent landlord",3,2,0,0,1,0,0,0,6,54,3,0.039,0.147,0.55,0.813,0.045,0.242,0.603,0.742,0.879,"Public tap/standpipe/kiosk",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,10,1,1,1,0,0,"Adult men",NA,NA,"Girls _15",NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,130,"No",0,"Yes",1,"Yes",1,"Yes",1,1,0,0,0,0,1,NA,0,"Communal / shared toilet",1,25,1,"Flush/pour flush","Pit latrine",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,22,1,10,1,1,0,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,"Every 3 months",NA,NA,1,"Formal small business using manual or automated tool","All households that share this toilet",1,0,0,1,0,NA,1,1,0,1,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,140,"Outside"
214901,"Bangladesh","BGD",2149,2,1,49,1,"Mar",2017,90.3865941,23.8933794,"Female","Absent landlord",1,1,0,0,1,2,0,0,5,31,1,0.191,0.409,0.843,0.96,0.169,0.57,0.879,0.935,0.982,"Public tap/standpipe/kiosk",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,10,1,1,1,0,0,NA,"Adult women",NA,NA,NA,NA,"21-40 litres per day","Yes",1,"No",0,NA,0,1,140,"No",0,"Don't know",NA,"Yes",1,"Yes",1,1,0,0,0,0,1,NA,0,"Communal / shared toilet",1,25,1,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,15,1,5,1,1,0,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,"Every 6 months",NA,NA,1,"Formal small business using manual or automated tool","All households that share this toilet",1,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,145,"Outside"
214902,"Bangladesh","BGD",2149,2,1,49,2,"Mar",2017,90.3854956,23.8939221,"Female","Absent landlord",1,1,0,0,1,1,1,0,5,14,1,0.636,0.821,0.976,0.995,0.572,0.888,0.982,0.987,0.997,"Public tap/standpipe/kiosk",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,15,1,1,1,0,0,NA,"Adult women",NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,120,"No",0,"No",0,"Yes",1,"Yes",1,1,0,0,0,0,1,NA,0,"Communal / shared toilet",1,30,1,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,12,1,6,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,"Every 6 months",NA,NA,1,"Formal small business using manual or automated tool","All households that share this toilet",1,0,0,1,0,NA,1,1,0,3,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,126,"Outside"
215001,"Bangladesh","BGD",2150,2,1,50,1,"Mar",2017,90.3860961,23.8926593,"Female","Tenant",1,1,0,0,0,1,0,0,3,57,3,0.015,0.071,0.426,0.756,0.018,0.145,0.504,0.652,0.843,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,NA,"Yes",1,"No",0,"No",0,"Yes",1,0,1,0,0,0,1,NA,0,"Other's toilet",1,0,0,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,20,1,12,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,"Once per year",NA,NA,1,"Formal small business using manual or automated tool","Landlord",1,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,12,"Outside"
215002,"Bangladesh","BGD",2150,2,1,50,2,"Mar",2017,90.3863191,23.892678,"Female","Tenant",1,1,0,0,0,0,0,0,2,68,4,0.004,0.044,0.286,0.525,0.001,0.087,0.322,0.445,0.633,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,NA,"Yes",1,"No",0,"No",0,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,36,1,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,30,0,10,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,"Once per year",NA,NA,1,"Formal small business using manual or automated tool","Landlord",1,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,10,"Outside"
215101,"Bangladesh","BGD",2151,2,1,51,1,"Mar",2017,90.3856535,23.8931623,"Female","Tenant",1,1,0,0,1,1,1,0,5,34,1,0.191,0.409,0.843,0.96,0.169,0.57,0.879,0.935,0.982,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,20,1,"Flush/pour flush","Septic tank",0,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,15,1,10,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,"Once per year",NA,NA,1,"Formal small business using manual or automated tool","Landlord",1,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,1,1,"Napkin/pad",NA,1,1,1,0,0,1,0,10,"Outside"
215102,"Bangladesh","BGD",2151,2,1,51,2,"Mar",2017,90.3858708,23.8932786,"Female","Tenant",1,1,0,0,2,2,0,0,6,44,2,0.127,0.267,0.761,0.919,0.111,0.408,0.796,0.874,0.949,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,20,1,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,20,1,10,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,"Once per year",NA,NA,1,"Formal small business using manual or automated tool","Landlord",1,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,1,1,"Napkin/pad",NA,1,1,1,0,0,1,0,10,"Outside"
215201,"Bangladesh","BGD",2152,2,1,52,1,"Mar",2017,90.3857612,23.894103,"Female","Absent landlord",5,5,0,0,0,1,2,0,13,34,1,0.191,0.409,0.843,0.96,0.169,0.57,0.879,0.935,0.982,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,50,"Yes",1,"No",0,"Yes",1,"Yes",1,1,0,0,0,0,1,NA,0,"Communal / shared toilet",1,40,1,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,25,1,10,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,"Every 3 months",NA,NA,1,"Formal small business using manual or automated tool","All households that share this toilet",1,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,60,"Outside"
215202,"Bangladesh","BGD",2152,2,1,52,2,"Mar",2017,90.3859935,23.8940553,"Female","Absent landlord",1,1,0,0,0,0,0,0,2,40,2,0.127,0.267,0.761,0.919,0.111,0.408,0.796,0.874,0.949,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,50,"Yes",1,"No",0,"Yes",1,"Yes",1,1,0,0,0,0,1,NA,0,"Communal / shared toilet",1,40,1,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,30,0,10,1,0,0,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,"Every 6 months",NA,NA,1,"Formal small business using manual or automated tool","All households that share this toilet",1,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,60,"Outside"
215301,"Bangladesh","BGD",2153,2,1,53,1,"Mar",2017,90.3854998,23.8937096,"Female","Tenant",2,1,0,0,0,1,1,0,5,41,2,0.127,0.267,0.761,0.919,0.111,0.408,0.796,0.874,0.949,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,NA,"No",0,"No",0,"No",0,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,22,1,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,25,1,10,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,"Don't know/not applicable","Landlord",1,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,0,0,1,0,10,"Outside"
215302,"Bangladesh","BGD",2153,2,1,53,2,"Mar",2017,90.3854803,23.8939373,"Female","Tenant",1,1,0,0,0,0,1,0,3,44,2,0.127,0.267,0.761,0.919,0.111,0.408,0.796,0.874,0.949,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"41-60 litres per day","Yes",1,"No",0,NA,0,1,NA,"Yes",1,"No",0,"Yes",1,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,25,1,"Flush/pour flush","Septic tank",0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,15,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,0,"Don't know/not applicable","Don't know/not applicable",1,0,0,1,0,NA,1,1,0,2,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,0,"Outside"
215401,"Bangladesh","BGD",2154,2,1,54,1,"Mar",2017,90.3682206,23.8905684,"Female","Tenant",1,2,0,0,1,1,0,0,5,30,1,0.191,0.409,0.843,0.96,0.169,0.57,0.879,0.935,0.982,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"No",0,NA,0,1,0,"No",0,"No",0,"Yes",1,"Yes",1,0,1,0,0,0,1,NA,1,"Communal / shared toilet",1,0,0,"Flush/pour flush","Septic tank",0,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,5,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0,1,"Have never emptied it before",NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,0,0,3,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,0,1,5,"North City Corporation"
215402,"Bangladesh","BGD",2154,2,1,54,2,"Mar",2017,90.3682206,23.8905684,"Female","Tenant",2,2,0,0,1,0,1,0,6,52,3,0.039,0.147,0.55,0.813,0.045,0.242,0.603,0.742,0.879,"Piped water to yard/plot",1,"Formal",1,"No",0,24,1,1,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"No",0,NA,0,1,0,"Yes",1,"No",0,"Yes",1,"Yes",1,0,1,0,0,0,1,NA,1,"Communal / shared toilet",1,0,0,"Flush/pour flush","Septic tank",0,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,5,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,0,1,"Have never emptied it before",NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,0,0,3,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,0,1,5,"North City Corporation"
215501,"Bangladesh","BGD",2155,2,1,55,1,"Mar",2017,90.3696961,23.8918931,"Female","Tenant",2,1,0,0,0,1,0,0,4,75,5,0,0.012,0.214,0.403,0,0.043,0.258,0.34,0.507,"Piped water to yard/plot",1,"Formal",1,"No",0,12,1,0,7,1,1,"Yes",1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,"61-100 litres per day","Yes",1,"No",0,NA,0,0,0,"Yes",1,"No",0,"Yes",1,"Yes",1,0,1,0,0,0,1,NA,0,"Communal / shared toilet",1,0,0,"Flush/pour flush","Septic tank",0,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,5,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,0,1,"Have never emptied it before",NA,NA,0,"Don't know/not applicable","Don't know/not applicable",NA,0,0,1,0,NA,1,1,0,3,NA,NA,NA,1,1,1,"Cloth",1,NA,1,1,0,0,1,0,5,"North City Corporation"
